id,honorific,first_name,last_name,constituency,province_territory,party_affiliation,start_date,time_retrieved
1,,Blake,Richards,Banff—Airdrie,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,,Anna,Roberts,King—Vaughan,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,,Yves,Robillard,Marc-Aurèle-Fortin,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Pablo,Rodriguez,Honoré-Mercier,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,,Churence,Rogers,Bonavista—Burin—Trinity,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1706735067961
1,,Sherry,Romanado,Longueuil—Charles-LeMoyne,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,,Lianne,Rood,Lambton—Kent—Middlesex,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,,Anthony,Rota,Nipissing—Timiskaming,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Alex,Ruff,Bruce—Grey—Owen Sound,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,Hon.,Ruby,Sahota,Brampton North,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Harjit S.,Sajjan,Vancouver South,British Columbia,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Ya'ara,Saks,York Centre,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Darrell,Samson,Sackville—Preston—Chezzetcook,Nova Scotia,Liberal,2021-09-20T00:00:00,1706735067961
1,,Randeep,Sarai,Surrey Centre,British Columbia,Liberal,2021-09-20T00:00:00,1706735067961
1,,Simon-Pierre,Savard-Tremblay,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,Francis,Scarpaleggia,Lac-Saint-Louis,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Andrew,Scheer,Regina—Qu'Appelle,Saskatchewan,Conservative,2021-09-20T00:00:00,1706735067961
1,,Peter,Schiefke,Vaudreuil—Soulanges,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,,Jamie,Schmale,Haliburton—Kawartha Lakes—Brock,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,,Kyle,Seeback,Dufferin—Caledon,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,,Marc,Serré,Nickel Belt,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Judy A.,Sgro,Humber River—Black Creek,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Brenda,Shanahan,Châteauguay—Lacolle,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,,Terry,Sheehan,Sault Ste. Marie,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Martin,Shields,Bow River,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,,Doug,Shipley,Barrie—Springwater—Oro-Medonte,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,,Maninder,Sidhu,Brampton East,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Sonia,Sidhu,Brampton South,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Mario,Simard,Jonquière,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,Nathalie,Sinclair-Desgagné,Terrebonne,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,Jagmeet,Singh,Burnaby South,British Columbia,NDP,2021-09-20T00:00:00,1706735067961
1,,Clifford,Small,Coast of Bays—Central—Notre Dame,Newfoundland and Labrador,Conservative,2021-09-20T00:00:00,1706735067961
1,,Francesco,Sorbara,Vaughan—Woodbridge,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Gerald,Soroka,Yellowhead,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,,Charles,Sousa,Mississauga—Lakeshore,Ontario,Liberal,2022-12-12T00:00:00,1706735067961
1,,Warren,Steinley,Regina—Lewvan,Saskatchewan,Conservative,2021-09-20T00:00:00,1706735067961
1,,Gabriel,Ste-Marie,Joliette,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,Jake,Stewart,Miramichi—Grand Lake,New Brunswick,Conservative,2021-09-20T00:00:00,1706735067961
1,Hon.,Pascale,St-Onge,Brome—Missisquoi,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,,Mark,Strahl,Chilliwack—Hope,British Columbia,Conservative,2021-09-20T00:00:00,1706735067961
1,,Shannon,Stubbs,Lakeland,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,Hon.,Jenna,Sudds,Kanata—Carleton,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Filomena,Tassi,Hamilton West—Ancaster—Dundas,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Leah,Taylor Roy,Aurora—Oak Ridges—Richmond Hill,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Luc,Thériault,Montcalm,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,Alain,Therrien,La Prairie,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,Rachael,Thomas,Lethbridge,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,,Joanne,Thompson,St. John's East,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1706735067961
1,,Corey,Tochor,Saskatoon—University,Saskatchewan,Conservative,2021-09-20T00:00:00,1706735067961
1,,Fraser,Tolmie,Moose Jaw—Lake Centre—Lanigan,Saskatchewan,Conservative,2021-09-20T00:00:00,1706735067961
1,Right Hon.,Justin,Trudeau,Papineau,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
1,,Denis,Trudel,Longueuil—Saint-Hubert,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,Ryan,Turnbull,Whitby,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Tim,Uppal,Edmonton Mill Woods,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,Hon.,Rechie,Valdez,Mississauga—Streetsville,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Tony,Van Bynen,Newmarket—Aurora,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Adam,van Koeverden,Milton,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Tako,Van Popta,Langley—Aldergrove,British Columbia,Conservative,2021-09-20T00:00:00,1706735067961
1,Hon.,Dan,Vandal,Saint Boniface—Saint Vital,Manitoba,Liberal,2021-09-20T00:00:00,1706735067961
1,,Anita,Vandenbeld,Ottawa West—Nepean,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Karen,Vecchio,Elgin—Middlesex—London,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,,Gary,Vidal,Desnethé—Missinippi—Churchill River,Saskatchewan,Conservative,2021-09-20T00:00:00,1706735067961
1,,Dominique,Vien,Bellechasse—Les Etchemins—Lévis,Quebec,Conservative,2021-09-20T00:00:00,1706735067961
1,,Arnold,Viersen,Peace River—Westlock,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,,Julie,Vignola,Beauport—Limoilou,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,,René,Villemure,Trois-Rivières,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706735067961
1,Hon.,Arif,Virani,Parkdale—High Park,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Brad,Vis,Mission—Matsqui—Fraser Canyon,British Columbia,Conservative,2021-09-20T00:00:00,1706735067961
1,,Kevin,Vuong,Spadina—Fort York,Ontario,Independent,2021-09-20T00:00:00,1706735067961
1,,Cathay,Wagantall,Yorkton—Melville,Saskatchewan,Conservative,2021-09-20T00:00:00,1706735067961
1,,Chris,Warkentin,Grande Prairie—Mackenzie,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,,Kevin,Waugh,Saskatoon—Grasswood,Saskatchewan,Conservative,2021-09-20T00:00:00,1706735067961
1,,Len,Webber,Calgary Confederation,Alberta,Conservative,2021-09-20T00:00:00,1706735067961
1,,Patrick,Weiler,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Liberal,2021-09-20T00:00:00,1706735067961
1,Hon.,Jonathan,Wilkinson,North Vancouver,British Columbia,Liberal,2021-09-20T00:00:00,1706735067961
1,,Ryan,Williams,Bay of Quinte,Ontario,Conservative,2021-09-20T00:00:00,1706735067961
1,,John,Williamson,New Brunswick Southwest,New Brunswick,Conservative,2021-09-20T00:00:00,1706735067961
1,,Jean,Yip,Scarborough—Agincourt,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Salma,Zahid,Scarborough Centre,Ontario,Liberal,2021-09-20T00:00:00,1706735067961
1,,Bonita,Zarrillo,Port Moody—Coquitlam,British Columbia,NDP,2021-09-20T00:00:00,1706735067961
1,,Bob,Zimmer,Prince George—Peace River—Northern Rockies,British Columbia,Conservative,2021-09-20T00:00:00,1706735067961
1,,Sameer,Zuberi,Pierrefonds—Dollard,Quebec,Liberal,2021-09-20T00:00:00,1706735067961
