honorific,first_name,last_name,constituency,province_territory,party_affiliation,start_date,time_retrieved
,Chris,d'Entremont,West Nova,Nova Scotia,Conservative,2021-09-20T00:00:00,1705702531378
,Caroline,Desbiens,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Luc,Desilets,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Blake,Desjarlais,Edmonton Griesbach,Alberta,NDP,2021-09-20T00:00:00,1705702531378
,Sukh,Dhaliwal,Surrey—Newton,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Anju,Dhillon,Dorval—Lachine—LaSalle,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Lena Metlege,Diab,Halifax West,Nova Scotia,Liberal,2021-09-20T00:00:00,1705702531378
,Todd,Doherty,Cariboo—Prince George,British Columbia,Conservative,2021-09-20T00:00:00,1705702531378
,Han,Dong,Don Valley North,Ontario,Independent,2021-09-20T00:00:00,1705702531378
,Terry,Dowdall,Simcoe—Grey,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Earl,Dreeshen,Red Deer—Mountain View,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Francis,Drouin,Glengarry—Prescott—Russell,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Emmanuel,Dubourg,Bourassa,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Jean-Yves,Duclos,Québec,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Terry,Duguid,Winnipeg South,Manitoba,Liberal,2021-09-20T00:00:00,1705702531378
,Eric,Duncan,Stormont—Dundas—South Glengarry,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Kirsty,Duncan,Etobicoke North,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Julie,Dzerowicz,Davenport,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Ali,Ehsassi,Willowdale,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Fayçal,El-Khoury,Laval—Les Îles,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Stephen,Ellis,Cumberland—Colchester,Nova Scotia,Conservative,2021-09-20T00:00:00,1705702531378
,Dave,Epp,Chatham-Kent—Leamington,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Nathaniel,Erskine-Smith,Beaches—East York,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Rosemarie,Falk,Battlefords—Lloydminster,Saskatchewan,Conservative,2021-09-20T00:00:00,1705702531378
,Ted,Falk,Provencher,Manitoba,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Ed,Fast,Abbotsford,British Columbia,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Greg,Fergus,Hull—Aylmer,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Michelle,Ferreri,Peterborough—Kawartha,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Andy,Fillmore,Halifax,Nova Scotia,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Kerry-Lynne,Findlay,South Surrey—White Rock,British Columbia,Conservative,2021-09-20T00:00:00,1705702531378
,Darren,Fisher,Dartmouth—Cole Harbour,Nova Scotia,Liberal,2021-09-20T00:00:00,1705702531378
,Peter,Fonseca,Mississauga East—Cooksville,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Mona,Fortier,Ottawa—Vanier,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Rhéal Éloi,Fortin,Rivière-du-Nord,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Peter,Fragiskatos,London North Centre,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Sean,Fraser,Central Nova,Nova Scotia,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Chrystia,Freeland,University—Rosedale,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Hedy,Fry,Vancouver Centre,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Iqwinder,Gaheer,Mississauga—Malton,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Anna,Gainey,Notre-Dame-de-Grâce—Westmount,Quebec,Liberal,2023-06-19T00:00:00,1705702531378
,Cheryl,Gallant,Renfrew—Nipissing—Pembroke,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Jean-Denis,Garon,Mirabel,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Randall,Garrison,Esquimalt—Saanich—Sooke,British Columbia,NDP,2021-09-20T00:00:00,1705702531378
,Marie-Hélène,Gaudreau,Laurentides—Labelle,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Leah,Gazan,Winnipeg Centre,Manitoba,NDP,2021-09-20T00:00:00,1705702531378
,Bernard,Généreux,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Quebec,Conservative,2021-09-20T00:00:00,1705702531378
,Garnett,Genuis,Sherwood Park—Fort Saskatchewan,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Mark,Gerretsen,Kingston and the Islands,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Marilène,Gill,Manicouagan,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Marilyn,Gladu,Sarnia—Lambton,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Joël,Godin,Portneuf—Jacques-Cartier,Quebec,Conservative,2021-09-20T00:00:00,1705702531378
,Laila,Goodridge,Fort McMurray—Cold Lake,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Karina,Gould,Burlington,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Jacques,Gourde,Lévis—Lotbinière,Quebec,Conservative,2021-09-20T00:00:00,1705702531378
,Tracy,Gray,Kelowna—Lake Country,British Columbia,Conservative,2021-09-20T00:00:00,1705702531378
,Matthew,Green,Hamilton Centre,Ontario,NDP,2021-09-20T00:00:00,1705702531378
Hon.,Steven,Guilbeault,Laurier—Sainte-Marie,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Patty,Hajdu,Thunder Bay—Superior North,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Jasraj Singh,Hallan,Calgary Forest Lawn,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Brendan,Hanley,Yukon,Yukon,Liberal,2021-09-20T00:00:00,1705702531378
,Ken,Hardie,Fleetwood—Port Kells,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Lisa,Hepfner,Hamilton Mountain,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Randy,Hoback,Prince Albert,Saskatchewan,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Mark,Holland,Ajax,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Anthony,Housefather,Mount Royal,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Carol,Hughes,Algoma—Manitoulin—Kapuskasing,Ontario,NDP,2021-09-20T00:00:00,1705702531378
Hon.,Ahmed,Hussen,York South—Weston,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Gudie,Hutchings,Long Range Mountains,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705702531378
,Angelo,Iacono,Alfred-Pellan,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Lori,Idlout,Nunavut,Nunavut,NDP,2021-09-20T00:00:00,1705702531378
Hon.,Marci,Ien,Toronto Centre,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Helena,Jaczek,Markham—Stouffville,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Matt,Jeneroux,Edmonton Riverbend,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Gord,Johns,Courtenay—Alberni,British Columbia,NDP,2021-09-20T00:00:00,1705702531378
Hon.,Mélanie,Joly,Ahuntsic-Cartierville,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Yvonne,Jones,Labrador,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705702531378
,Majid,Jowhari,Richmond Hill,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Peter,Julian,New Westminster—Burnaby,British Columbia,NDP,2021-09-20T00:00:00,1705702531378
,Arielle,Kayabaga,London West,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Mike,Kelloway,Cape Breton—Canso,Nova Scotia,Liberal,2021-09-20T00:00:00,1705702531378
,Pat,Kelly,Calgary Rocky Ridge,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Iqra,Khalid,Mississauga—Erin Mills,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Arpan,Khanna,Oxford,Ontario,Conservative,2023-06-19T00:00:00,1705702531378
Hon.,Kamal,Khera,Brampton West,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Robert,Kitchen,Souris—Moose Mountain,Saskatchewan,Conservative,2021-09-20T00:00:00,1705702531378
,Tom,Kmiec,Calgary Shepard,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Annie,Koutrakis,Vimy,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Michael,Kram,Regina—Wascana,Saskatchewan,Conservative,2021-09-20T00:00:00,1705702531378
,Shelby,Kramp-Neuman,Hastings—Lennox and Addington,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Damien,Kurek,Battle River—Crowfoot,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Stephanie,Kusie,Calgary Midnapore,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Irek,Kusmierczyk,Windsor—Tecumseh,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Jenny,Kwan,Vancouver East,British Columbia,NDP,2021-09-20T00:00:00,1705702531378
Hon.,Mike,Lake,Edmonton—Wetaskiwin,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Marie-France,Lalonde,Orléans,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Emmanuella,Lambropoulos,Saint-Laurent,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,David,Lametti,LaSalle—Émard—Verdun,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Kevin,Lamoureux,Winnipeg North,Manitoba,Liberal,2021-09-20T00:00:00,1705702531378
,Melissa,Lantsman,Thornhill,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Viviane,Lapointe,Sudbury,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Andréanne,Larouche,Shefford,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Patricia,Lattanzio,Saint-Léonard—Saint-Michel,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Stéphane,Lauzon,Argenteuil—La Petite-Nation,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Philip,Lawrence,Northumberland—Peterborough South,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Dominic,LeBlanc,Beauséjour,New Brunswick,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Diane,Lebouthillier,Gaspésie—Les Îles-de-la-Madeleine,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Richard,Lehoux,Beauce,Quebec,Conservative,2021-09-20T00:00:00,1705702531378
,Sébastien,Lemire,Abitibi—Témiscamingue,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Branden,Leslie,Portage—Lisgar,Manitoba,Conservative,2023-06-19T00:00:00,1705702531378
,Chris,Lewis,Essex,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Leslyn,Lewis,Haldimand—Norfolk,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Ron,Liepert,Calgary Signal Hill,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Joël,Lightbound,Louis-Hébert,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Dane,Lloyd,Sturgeon River—Parkland,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Ben,Lobb,Huron—Bruce,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Wayne,Long,Saint John—Rothesay,New Brunswick,Liberal,2021-09-20T00:00:00,1705702531378
,Lloyd,Longfield,Guelph,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Tim,Louis,Kitchener—Conestoga,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Lawrence,MacAulay,Cardigan,Prince Edward Island,Liberal,2021-09-20T00:00:00,1705702531378
,Heath,MacDonald,Malpeque,Prince Edward Island,Liberal,2021-09-20T00:00:00,1705702531378
,Alistair,MacGregor,Cowichan—Malahat—Langford,British Columbia,NDP,2021-09-20T00:00:00,1705702531378
Hon.,Steven,MacKinnon,Gatineau,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Larry,Maguire,Brandon—Souris,Manitoba,Conservative,2021-09-20T00:00:00,1705702531378
,Shuvaloy,Majumdar,Calgary Heritage,Alberta,Conservative,2023-07-24T00:00:00,1705702531378
,James,Maloney,Etobicoke—Lakeshore,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Richard,Martel,Chicoutimi—Le Fjord,Quebec,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Soraya,Martinez Ferrada,Hochelaga,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Brian,Masse,Windsor West,Ontario,NDP,2021-09-20T00:00:00,1705702531378
,Lindsay,Mathyssen,London—Fanshawe,Ontario,NDP,2021-09-20T00:00:00,1705702531378
,Bryan,May,Cambridge,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Elizabeth,May,Saanich—Gulf Islands,British Columbia,Green Party,2021-09-20T00:00:00,1705702531378
,Dan,Mazier,Dauphin—Swan River—Neepawa,Manitoba,Conservative,2021-09-20T00:00:00,1705702531378
,Kelly,McCauley,Edmonton West,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Ken,McDonald,Avalon,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,David,McGuinty,Ottawa South,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,John,McKay,Scarborough—Guildwood,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Ron,McKinnon,Coquitlam—Port Coquitlam,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Greg,McLean,Calgary Centre,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Michael,McLeod,Northwest Territories,Northwest Territories,Liberal,2021-09-20T00:00:00,1705702531378
,Heather,McPherson,Edmonton Strathcona,Alberta,NDP,2021-09-20T00:00:00,1705702531378
,Eric,Melillo,Kenora,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Alexandra,Mendès,Brossard—Saint-Lambert,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Marco,Mendicino,Eglinton—Lawrence,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Wilson,Miao,Richmond Centre,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Kristina,Michaud,Avignon—La Mitis—Matane—Matapédia,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
Hon.,Marc,Miller,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Rob,Moore,Fundy Royal,New Brunswick,Conservative,2021-09-20T00:00:00,1705702531378
,Marty,Morantz,Charleswood—St. James—Assiniboia—Headingley,Manitoba,Conservative,2021-09-20T00:00:00,1705702531378
,Mike,Morrice,Kitchener Centre,Ontario,Green Party,2021-09-20T00:00:00,1705702531378
,Rob,Morrison,Kootenay—Columbia,British Columbia,Conservative,2021-09-20T00:00:00,1705702531378
,Robert,Morrissey,Egmont,Prince Edward Island,Liberal,2021-09-20T00:00:00,1705702531378
,Glen,Motz,Medicine Hat—Cardston—Warner,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Joyce,Murray,Vancouver Quadra,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Dan,Muys,Flamborough—Glanbrook,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Yasir,Naqvi,Ottawa Centre,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,John,Nater,Perth—Wellington,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Mary,Ng,Markham—Thornhill,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Taleeb,Noormohamed,Vancouver Granville,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Christine,Normandin,Saint-Jean,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Jennifer,O'Connell,Pickering—Uxbridge,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Robert,Oliphant,Don Valley West,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Seamus,O'Regan,St. John's South—Mount Pearl,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705702531378
,Jeremy,Patzer,Cypress Hills—Grasslands,Saskatchewan,Conservative,2021-09-20T00:00:00,1705702531378
,Pierre,Paul-Hus,Charlesbourg—Haute-Saint-Charles,Quebec,Conservative,2021-09-20T00:00:00,1705702531378
,Monique,Pauzé,Repentigny,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
,Rick,Perkins,South Shore—St. Margarets,Nova Scotia,Conservative,2021-09-20T00:00:00,1705702531378
,Yves,Perron,Berthier—Maskinongé,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
Hon.,Ginette,Petitpas Taylor,Moncton—Riverview—Dieppe,New Brunswick,Liberal,2021-09-20T00:00:00,1705702531378
,Louis,Plamondon,Bécancour—Nicolet—Saurel,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705702531378
Hon.,Pierre,Poilievre,Carleton,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Marcus,Powlowski,Thunder Bay—Rainy River,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Carla,Qualtrough,Delta,British Columbia,Liberal,2021-09-20T00:00:00,1705702531378
,Alain,Rayes,Richmond—Arthabaska,Quebec,Independent,2021-09-20T00:00:00,1705702531378
,Brad,Redekopp,Saskatoon West,Saskatchewan,Conservative,2021-09-20T00:00:00,1705702531378
,Scott,Reid,Lanark—Frontenac—Kingston,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
Hon.,Michelle,Rempel Garner,Calgary Nose Hill,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Blake,Richards,Banff—Airdrie,Alberta,Conservative,2021-09-20T00:00:00,1705702531378
,Anna,Roberts,King—Vaughan,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Yves,Robillard,Marc-Aurèle-Fortin,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
Hon.,Pablo,Rodriguez,Honoré-Mercier,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Churence,Rogers,Bonavista—Burin—Trinity,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705702531378
,Sherry,Romanado,Longueuil—Charles-LeMoyne,Quebec,Liberal,2021-09-20T00:00:00,1705702531378
,Lianne,Rood,Lambton—Kent—Middlesex,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Anthony,Rota,Nipissing—Timiskaming,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
,Alex,Ruff,Bruce—Grey—Owen Sound,Ontario,Conservative,2021-09-20T00:00:00,1705702531378
,Ruby,Sahota,Brampton North,Ontario,Liberal,2021-09-20T00:00:00,1705702531378
