honorific,first_name,last_name,constituency,province_territory,party_affiliation,start_date,time_retrieved
,Ziad,Aboultaif,Edmonton Manning,Alberta,Conservative,2021-09-20T00:00:00,1705771792994
,Scott,Aitchison,Parry Sound—Muskoka,Ontario,Conservative,2021-09-20T00:00:00,1705771792994
,Dan,Albas,Central Okanagan—Similkameen—Nicola,British Columbia,Conservative,2021-09-20T00:00:00,1705771792994
,John,Aldag,Cloverdale—Langley City,British Columbia,Liberal,2021-09-20T00:00:00,1705771792994
Hon.,Omar,Alghabra,Mississauga Centre,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Shafqat,Ali,Brampton Centre,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Dean,Allison,Niagara West,Ontario,Conservative,2021-09-20T00:00:00,1705771792994
Hon.,Anita,Anand,Oakville,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
Hon.,Gary,Anandasangaree,Scarborough—Rouge Park,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Charlie,Angus,Timmins—James Bay,Ontario,NDP,2021-09-20T00:00:00,1705771792994
,Mel,Arnold,North Okanagan—Shuswap,British Columbia,Conservative,2021-09-20T00:00:00,1705771792994
,René,Arseneault,Madawaska—Restigouche,New Brunswick,Liberal,2021-09-20T00:00:00,1705771792994
,Chandra,Arya,Nepean,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Niki,Ashton,Churchill—Keewatinook Aski,Manitoba,NDP,2021-09-20T00:00:00,1705771792994
,Jenica,Atwin,Fredericton,New Brunswick,Liberal,2021-09-20T00:00:00,1705771792994
,Taylor,Bachrach,Skeena—Bulkley Valley,British Columbia,NDP,2021-09-20T00:00:00,1705771792994
,Vance,Badawey,Niagara Centre,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Parm,Bains,Steveston—Richmond East,British Columbia,Liberal,2021-09-20T00:00:00,1705771792994
,Yvan,Baker,Etobicoke Centre,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Tony,Baldinelli,Niagara Falls,Ontario,Conservative,2021-09-20T00:00:00,1705771792994
,John,Barlow,Foothills,Alberta,Conservative,2021-09-20T00:00:00,1705771792994
,Michael,Barrett,Leeds—Grenville—Thousand Islands and Rideau Lakes,Ontario,Conservative,2021-09-20T00:00:00,1705771792994
,Lisa Marie,Barron,Nanaimo—Ladysmith,British Columbia,NDP,2021-09-20T00:00:00,1705771792994
,Xavier,Barsalou-Duval,Pierre-Boucher—Les Patriotes—Verchères,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705771792994
,Jaime,Battiste,Sydney—Victoria,Nova Scotia,Liberal,2021-09-20T00:00:00,1705771792994
,Mario,Beaulieu,La Pointe-de-l'Île,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705771792994
Hon.,Terry,Beech,Burnaby North—Seymour,British Columbia,Liberal,2021-09-20T00:00:00,1705771792994
,Rachel,Bendayan,Outremont,Quebec,Liberal,2021-09-20T00:00:00,1705771792994
,Stéphane,Bergeron,Montarville,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705771792994
,Luc,Berthold,Mégantic—L'Érable,Quebec,Conservative,2021-09-20T00:00:00,1705771792994
,Sylvie,Bérubé,Abitibi—Baie-James—Nunavik—Eeyou,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705771792994
,James,Bezan,Selkirk—Interlake—Eastman,Manitoba,Conservative,2021-09-20T00:00:00,1705771792994
Hon.,Marie-Claude,Bibeau,Compton—Stanstead,Quebec,Liberal,2021-09-20T00:00:00,1705771792994
,Chris,Bittle,St. Catharines,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Daniel,Blaikie,Elmwood—Transcona,Manitoba,NDP,2021-09-20T00:00:00,1705771792994
Hon.,Bill,Blair,Scarborough Southwest,Ontario,Liberal,2021-09-20T00:00:00,1705771792994
,Yves-François,Blanchet,Beloeil—Chambly,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705771792994
