honorific,first_name,last_name,constituency,province_territory,party_affiliation,start_date,time_retrieved
,Ziad,Aboultaif,Edmonton Manning,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Scott,Aitchison,Parry Sound—Muskoka,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Dan,Albas,Central Okanagan—Similkameen—Nicola,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
,John,Aldag,Cloverdale—Langley City,British Columbia,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Omar,Alghabra,Mississauga Centre,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Shafqat,Ali,Brampton Centre,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Dean,Allison,Niagara West,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Anita,Anand,Oakville,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Gary,Anandasangaree,Scarborough—Rouge Park,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Charlie,Angus,Timmins—James Bay,Ontario,NDP,2021-09-20T00:00:00,1705764240383
,Mel,Arnold,North Okanagan—Shuswap,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
,René,Arseneault,Madawaska—Restigouche,New Brunswick,Liberal,2021-09-20T00:00:00,1705764240383
,Chandra,Arya,Nepean,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Niki,Ashton,Churchill—Keewatinook Aski,Manitoba,NDP,2021-09-20T00:00:00,1705764240383
,Jenica,Atwin,Fredericton,New Brunswick,Liberal,2021-09-20T00:00:00,1705764240383
,Taylor,Bachrach,Skeena—Bulkley Valley,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Vance,Badawey,Niagara Centre,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Parm,Bains,Steveston—Richmond East,British Columbia,Liberal,2021-09-20T00:00:00,1705764240383
,Yvan,Baker,Etobicoke Centre,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Tony,Baldinelli,Niagara Falls,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,John,Barlow,Foothills,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Michael,Barrett,Leeds—Grenville—Thousand Islands and Rideau Lakes,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Lisa Marie,Barron,Nanaimo—Ladysmith,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Xavier,Barsalou-Duval,Pierre-Boucher—Les Patriotes—Verchères,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Jaime,Battiste,Sydney—Victoria,Nova Scotia,Liberal,2021-09-20T00:00:00,1705764240383
,Mario,Beaulieu,La Pointe-de-l'Île,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
Hon.,Terry,Beech,Burnaby North—Seymour,British Columbia,Liberal,2021-09-20T00:00:00,1705764240383
,Rachel,Bendayan,Outremont,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Stéphane,Bergeron,Montarville,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Luc,Berthold,Mégantic—L'Érable,Quebec,Conservative,2021-09-20T00:00:00,1705764240383
,Sylvie,Bérubé,Abitibi—Baie-James—Nunavik—Eeyou,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,James,Bezan,Selkirk—Interlake—Eastman,Manitoba,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Marie-Claude,Bibeau,Compton—Stanstead,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Chris,Bittle,St. Catharines,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Daniel,Blaikie,Elmwood—Transcona,Manitoba,NDP,2021-09-20T00:00:00,1705764240383
Hon.,Bill,Blair,Scarborough Southwest,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Yves-François,Blanchet,Beloeil—Chambly,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Maxime,Blanchette-Joncas,Rimouski-Neigette—Témiscouata—Les Basques,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Rachel,Blaney,North Island—Powell River,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Kelly,Block,Carlton Trail—Eagle Creek,Saskatchewan,Conservative,2021-09-20T00:00:00,1705764240383
,Kody,Blois,Kings—Hants,Nova Scotia,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Randy,Boissonnault,Edmonton Centre,Alberta,Liberal,2021-09-20T00:00:00,1705764240383
,Alexandre,Boulerice,Rosemont—La Petite-Patrie,Quebec,NDP,2021-09-20T00:00:00,1705764240383
,Valerie,Bradford,Kitchener South—Hespeler,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Richard,Bragdon,Tobique—Mactaquac,New Brunswick,Conservative,2021-09-20T00:00:00,1705764240383
,John,Brassard,Barrie—Innisfil,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Élisabeth,Brière,Sherbrooke,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Larry,Brock,Brantford—Brant,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Alexis,Brunelle-Duceppe,Lac-Saint-Jean,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Blaine,Calkins,Red Deer—Lacombe,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Richard,Cannings,South Okanagan—West Kootenay,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Frank,Caputo,Kamloops—Thompson—Cariboo,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
,Ben,Carr,Winnipeg South Centre,Manitoba,Liberal,2023-06-19T00:00:00,1705764240383
,Colin,Carrie,Oshawa,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Sean,Casey,Charlottetown,Prince Edward Island,Liberal,2021-09-20T00:00:00,1705764240383
,Louise,Chabot,Thérèse-De Blainville,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
Hon.,Bardish,Chagger,Waterloo,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,George,Chahal,Calgary Skyview,Alberta,Liberal,2021-09-20T00:00:00,1705764240383
,Adam,Chambers,Simcoe North,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,François-Philippe,Champagne,Saint-Maurice—Champlain,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Martin,Champoux,Drummond,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Sophie,Chatel,Pontiac,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Shaun,Chen,Scarborough North,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Paul,Chiang,Markham—Unionville,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Michael,Chong,Wellington—Halton Hills,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Chad,Collins,Hamilton East—Stoney Creek,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Laurel,Collins,Victoria,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Michael,Cooper,St. Albert—Edmonton,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Serge,Cormier,Acadie—Bathurst,New Brunswick,Liberal,2021-09-20T00:00:00,1705764240383
,Michael,Coteau,Don Valley East,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Julie,Dabrusin,Toronto—Danforth,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Marc,Dalton,Pitt Meadows—Maple Ridge,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
,Pam,Damoff,Oakville North—Burlington,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Raquel,Dancho,Kildonan—St. Paul,Manitoba,Conservative,2021-09-20T00:00:00,1705764240383
,Scot,Davidson,York—Simcoe,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Don,Davies,Vancouver Kingsway,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Claude,DeBellefeuille,Salaberry—Suroît,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Gérard,Deltell,Louis-Saint-Laurent,Quebec,Conservative,2021-09-20T00:00:00,1705764240383
,Chris,d'Entremont,West Nova,Nova Scotia,Conservative,2021-09-20T00:00:00,1705764240383
,Caroline,Desbiens,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Luc,Desilets,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Blake,Desjarlais,Edmonton Griesbach,Alberta,NDP,2021-09-20T00:00:00,1705764240383
,Sukh,Dhaliwal,Surrey—Newton,British Columbia,Liberal,2021-09-20T00:00:00,1705764240383
,Anju,Dhillon,Dorval—Lachine—LaSalle,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Lena Metlege,Diab,Halifax West,Nova Scotia,Liberal,2021-09-20T00:00:00,1705764240383
,Todd,Doherty,Cariboo—Prince George,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
,Han,Dong,Don Valley North,Ontario,Independent,2021-09-20T00:00:00,1705764240383
,Terry,Dowdall,Simcoe—Grey,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Earl,Dreeshen,Red Deer—Mountain View,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Francis,Drouin,Glengarry—Prescott—Russell,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Emmanuel,Dubourg,Bourassa,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Jean-Yves,Duclos,Québec,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Terry,Duguid,Winnipeg South,Manitoba,Liberal,2021-09-20T00:00:00,1705764240383
,Eric,Duncan,Stormont—Dundas—South Glengarry,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Kirsty,Duncan,Etobicoke North,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Julie,Dzerowicz,Davenport,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Ali,Ehsassi,Willowdale,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Fayçal,El-Khoury,Laval—Les Îles,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Stephen,Ellis,Cumberland—Colchester,Nova Scotia,Conservative,2021-09-20T00:00:00,1705764240383
,Dave,Epp,Chatham-Kent—Leamington,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Nathaniel,Erskine-Smith,Beaches—East York,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Rosemarie,Falk,Battlefords—Lloydminster,Saskatchewan,Conservative,2021-09-20T00:00:00,1705764240383
,Ted,Falk,Provencher,Manitoba,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Ed,Fast,Abbotsford,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Greg,Fergus,Hull—Aylmer,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Michelle,Ferreri,Peterborough—Kawartha,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Andy,Fillmore,Halifax,Nova Scotia,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Kerry-Lynne,Findlay,South Surrey—White Rock,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
,Darren,Fisher,Dartmouth—Cole Harbour,Nova Scotia,Liberal,2021-09-20T00:00:00,1705764240383
,Peter,Fonseca,Mississauga East—Cooksville,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Mona,Fortier,Ottawa—Vanier,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Rhéal Éloi,Fortin,Rivière-du-Nord,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Peter,Fragiskatos,London North Centre,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Sean,Fraser,Central Nova,Nova Scotia,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Chrystia,Freeland,University—Rosedale,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Hedy,Fry,Vancouver Centre,British Columbia,Liberal,2021-09-20T00:00:00,1705764240383
,Iqwinder,Gaheer,Mississauga—Malton,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Anna,Gainey,Notre-Dame-de-Grâce—Westmount,Quebec,Liberal,2023-06-19T00:00:00,1705764240383
,Cheryl,Gallant,Renfrew—Nipissing—Pembroke,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Jean-Denis,Garon,Mirabel,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Randall,Garrison,Esquimalt—Saanich—Sooke,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Marie-Hélène,Gaudreau,Laurentides—Labelle,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Leah,Gazan,Winnipeg Centre,Manitoba,NDP,2021-09-20T00:00:00,1705764240383
,Bernard,Généreux,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Quebec,Conservative,2021-09-20T00:00:00,1705764240383
,Garnett,Genuis,Sherwood Park—Fort Saskatchewan,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Mark,Gerretsen,Kingston and the Islands,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Marilène,Gill,Manicouagan,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Marilyn,Gladu,Sarnia—Lambton,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Joël,Godin,Portneuf—Jacques-Cartier,Quebec,Conservative,2021-09-20T00:00:00,1705764240383
,Laila,Goodridge,Fort McMurray—Cold Lake,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Karina,Gould,Burlington,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Jacques,Gourde,Lévis—Lotbinière,Quebec,Conservative,2021-09-20T00:00:00,1705764240383
,Tracy,Gray,Kelowna—Lake Country,British Columbia,Conservative,2021-09-20T00:00:00,1705764240383
,Matthew,Green,Hamilton Centre,Ontario,NDP,2021-09-20T00:00:00,1705764240383
Hon.,Steven,Guilbeault,Laurier—Sainte-Marie,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Patty,Hajdu,Thunder Bay—Superior North,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Jasraj Singh,Hallan,Calgary Forest Lawn,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Brendan,Hanley,Yukon,Yukon,Liberal,2021-09-20T00:00:00,1705764240383
,Ken,Hardie,Fleetwood—Port Kells,British Columbia,Liberal,2021-09-20T00:00:00,1705764240383
,Lisa,Hepfner,Hamilton Mountain,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Randy,Hoback,Prince Albert,Saskatchewan,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Mark,Holland,Ajax,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Anthony,Housefather,Mount Royal,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Carol,Hughes,Algoma—Manitoulin—Kapuskasing,Ontario,NDP,2021-09-20T00:00:00,1705764240383
Hon.,Ahmed,Hussen,York South—Weston,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Gudie,Hutchings,Long Range Mountains,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705764240383
,Angelo,Iacono,Alfred-Pellan,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Lori,Idlout,Nunavut,Nunavut,NDP,2021-09-20T00:00:00,1705764240383
Hon.,Marci,Ien,Toronto Centre,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Helena,Jaczek,Markham—Stouffville,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Matt,Jeneroux,Edmonton Riverbend,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Gord,Johns,Courtenay—Alberni,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
Hon.,Mélanie,Joly,Ahuntsic-Cartierville,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Yvonne,Jones,Labrador,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705764240383
,Majid,Jowhari,Richmond Hill,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Peter,Julian,New Westminster—Burnaby,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
,Arielle,Kayabaga,London West,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Mike,Kelloway,Cape Breton—Canso,Nova Scotia,Liberal,2021-09-20T00:00:00,1705764240383
,Pat,Kelly,Calgary Rocky Ridge,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Iqra,Khalid,Mississauga—Erin Mills,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Arpan,Khanna,Oxford,Ontario,Conservative,2023-06-19T00:00:00,1705764240383
Hon.,Kamal,Khera,Brampton West,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Robert,Kitchen,Souris—Moose Mountain,Saskatchewan,Conservative,2021-09-20T00:00:00,1705764240383
,Tom,Kmiec,Calgary Shepard,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Annie,Koutrakis,Vimy,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Michael,Kram,Regina—Wascana,Saskatchewan,Conservative,2021-09-20T00:00:00,1705764240383
,Shelby,Kramp-Neuman,Hastings—Lennox and Addington,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Damien,Kurek,Battle River—Crowfoot,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Stephanie,Kusie,Calgary Midnapore,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Irek,Kusmierczyk,Windsor—Tecumseh,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Jenny,Kwan,Vancouver East,British Columbia,NDP,2021-09-20T00:00:00,1705764240383
Hon.,Mike,Lake,Edmonton—Wetaskiwin,Alberta,Conservative,2021-09-20T00:00:00,1705764240383
,Marie-France,Lalonde,Orléans,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Emmanuella,Lambropoulos,Saint-Laurent,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,David,Lametti,LaSalle—Émard—Verdun,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Kevin,Lamoureux,Winnipeg North,Manitoba,Liberal,2021-09-20T00:00:00,1705764240383
,Melissa,Lantsman,Thornhill,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
,Viviane,Lapointe,Sudbury,Ontario,Liberal,2021-09-20T00:00:00,1705764240383
,Andréanne,Larouche,Shefford,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705764240383
,Patricia,Lattanzio,Saint-Léonard—Saint-Michel,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Stéphane,Lauzon,Argenteuil—La Petite-Nation,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
,Philip,Lawrence,Northumberland—Peterborough South,Ontario,Conservative,2021-09-20T00:00:00,1705764240383
Hon.,Dominic,LeBlanc,Beauséjour,New Brunswick,Liberal,2021-09-20T00:00:00,1705764240383
Hon.,Diane,Lebouthillier,Gaspésie—Les Îles-de-la-Madeleine,Quebec,Liberal,2021-09-20T00:00:00,1705764240383
