member_id,honorific,first_name,last_name,constituency,province_territory,party_affiliation,start_date,time_retrieved,source
89139,,Ron,Liepert,Calgary Signal Hill,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/ron-liepert(89139)
88532,,Joël,Lightbound,Louis-Hébert,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/joel-lightbound(88532)
98079,,Dane,Lloyd,Sturgeon River—Parkland,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/dane-lloyd(98079)
35600,,Ben,Lobb,Huron—Bruce,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/ben-lobb(35600)
88368,,Wayne,Long,Saint John—Rothesay,New Brunswick,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/wayne-long(88368)
88761,,Lloyd,Longfield,Guelph,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/lloyd-longfield(88761)
88810,,Tim,Louis,Kitchener—Conestoga,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/tim-louis(88810)
33,Hon.,Lawrence,MacAulay,Cardigan,Prince Edward Island,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/lawrence-macaulay(33)
109891,,Heath,MacDonald,Malpeque,Prince Edward Island,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/heath-macdonald(109891)
89269,,Alistair,MacGregor,Cowichan—Malahat—Langford,British Columbia,NDP,2021-09-20T00:00:00,1706738730620,/members/en/alistair-macgregor(89269)
88468,Hon.,Steven,MacKinnon,Gatineau,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/steven-mackinnon(88468)
7251,,Larry,Maguire,Brandon—Souris,Manitoba,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/larry-maguire(7251)
116022,,Shuvaloy,Majumdar,Calgary Heritage,Alberta,Conservative,2023-07-24T00:00:00,1706738730620,/members/en/shuvaloy-majumdar(116022)
88748,,James,Maloney,Etobicoke—Lakeshore,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/james-maloney(88748)
100521,,Richard,Martel,Chicoutimi—Le Fjord,Quebec,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/richard-martel(100521)
104756,Hon.,Soraya,Martinez Ferrada,Hochelaga,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/soraya-martinez-ferrada(104756)
9137,,Brian,Masse,Windsor West,Ontario,NDP,2021-09-20T00:00:00,1706738730620,/members/en/brian-masse(9137)
105221,,Lindsay,Mathyssen,London—Fanshawe,Ontario,NDP,2021-09-20T00:00:00,1706738730620,/members/en/lindsay-mathyssen(105221)
71599,,Bryan,May,Cambridge,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/bryan-may(71599)
2897,,Elizabeth,May,Saanich—Gulf Islands,British Columbia,Green Party,2021-09-20T00:00:00,1706738730620,/members/en/elizabeth-may(2897)
3306,,Dan,Mazier,Dauphin—Swan River—Neepawa,Manitoba,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/dan-mazier(3306)
89179,,Kelly,McCauley,Edmonton West,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/kelly-mccauley(89179)
88283,,Ken,McDonald,Avalon,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/ken-mcdonald(88283)
9486,Hon.,David,McGuinty,Ottawa South,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/david-j-mcguinty(9486)
957,Hon.,John,McKay,Scarborough—Guildwood,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/john-mckay(957)
59293,,Ron,McKinnon,Coquitlam—Port Coquitlam,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/ron-mckinnon(59293)
105623,,Greg,McLean,Calgary Centre,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/greg-mclean(105623)
89374,,Michael,McLeod,Northwest Territories,Northwest Territories,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/michael-v-mcleod(89374)
105689,,Heather,McPherson,Edmonton Strathcona,Alberta,NDP,2021-09-20T00:00:00,1706738730620,/members/en/heather-mcpherson(105689)
105186,,Eric,Melillo,Kenora,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/eric-melillo(105186)
58621,,Alexandra,Mendès,Brossard—Saint-Lambert,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/alexandra-mendes(58621)
88738,Hon.,Marco,Mendicino,Eglinton—Lawrence,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/marco-mendicino(88738)
111048,,Wilson,Miao,Richmond Centre,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/wilson-miao(111048)
104648,,Kristina,Michaud,Avignon—La Mitis—Matane—Matapédia,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/kristina-michaud(104648)
88660,Hon.,Marc,Miller,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/marc-miller(88660)
17210,Hon.,Rob,Moore,Fundy Royal,New Brunswick,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/rob-moore(17210)
105511,,Marty,Morantz,Charleswood—St. James—Assiniboia—Headingley,Manitoba,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/marty-morantz(105511)
110476,,Mike,Morrice,Kitchener Centre,Ontario,Green Party,2021-09-20T00:00:00,1706738730620,/members/en/mike-morrice(110476)
105807,,Rob,Morrison,Kootenay—Columbia,British Columbia,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/rob-morrison(105807)
88308,,Robert,Morrissey,Egmont,Prince Edward Island,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/robert-j-morrissey(88308)
94305,,Glen,Motz,Medicine Hat—Cardston—Warner,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/glen-motz(94305)
35950,Hon.,Joyce,Murray,Vancouver Quadra,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/joyce-murray(35950)
110415,,Dan,Muys,Flamborough—Glanbrook,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/dan-muys(110415)
110572,,Yasir,Naqvi,Ottawa Centre,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/yasir-naqvi(110572)
88917,,John,Nater,Perth—Wellington,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/john-nater(88917)
96352,Hon.,Mary,Ng,Markham—Thornhill,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/mary-ng(96352)
72023,,Taleeb,Noormohamed,Vancouver Granville,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/taleeb-noormohamed(72023)
104947,,Christine,Normandin,Saint-Jean,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/christine-normandin(104947)
88925,,Jennifer,O'Connell,Pickering—Uxbridge,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/jennifer-oconnell(88925)
58858,Hon.,Robert,Oliphant,Don Valley West,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/robert-oliphant(58858)
88299,Hon.,Seamus,O'Regan,St. John's South—Mount Pearl,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/seamus-oregan(88299)
105559,,Jeremy,Patzer,Cypress Hills—Grasslands,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/jeremy-patzer(105559)
71454,,Pierre,Paul-Hus,Charlesbourg—Haute-Saint-Charles,Quebec,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/pierre-paul-hus(71454)
88595,,Monique,Pauzé,Repentigny,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/monique-pauze(88595)
109922,,Rick,Perkins,South Shore—St. Margarets,Nova Scotia,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/rick-perkins(109922)
88418,,Yves,Perron,Berthier—Maskinongé,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/yves-perron(88418)
88364,Hon.,Ginette,Petitpas Taylor,Moncton—Riverview—Dieppe,New Brunswick,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/ginette-petitpas-taylor(88364)
413,,Louis,Plamondon,Bécancour—Nicolet—Saurel,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/louis-plamondon(413)
25524,Hon.,Pierre,Poilievre,Carleton,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/pierre-poilievre(25524)
105437,,Marcus,Powlowski,Thunder Bay—Rainy River,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/marcus-powlowski(105437)
89272,Hon.,Carla,Qualtrough,Delta,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/carla-qualtrough(89272)
88600,,Alain,Rayes,Richmond—Arthabaska,Quebec,Independent,2021-09-20T00:00:00,1706738730620,/members/en/alain-rayes(88600)
105598,,Brad,Redekopp,Saskatoon West,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/brad-redekopp(105598)
1827,,Scott,Reid,Lanark—Frontenac—Kingston,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/scott-reid(1827)
71902,Hon.,Michelle,Rempel Garner,Calgary Nose Hill,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/michelle-rempel-garner(71902)
59235,,Blake,Richards,Banff—Airdrie,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/blake-richards(59235)
105191,,Anna,Roberts,King—Vaughan,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/anna-roberts(105191)
88617,,Yves,Robillard,Marc-Aurèle-Fortin,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/yves-robillard(88617)
25451,Hon.,Pablo,Rodriguez,Honoré-Mercier,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/pablo-rodriguez(25451)
98744,,Churence,Rogers,Bonavista—Burin—Trinity,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/churence-rogers(98744)
88521,,Sherry,Romanado,Longueuil—Charles-LeMoyne,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/sherry-romanado(88521)
105210,,Lianne,Rood,Lambton—Kent—Middlesex,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/lianne-rood(105210)
25452,,Anthony,Rota,Nipissing—Timiskaming,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/anthony-rota(25452)
105070,,Alex,Ruff,Bruce—Grey—Owen Sound,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/alex-ruff(105070)
88698,Hon.,Ruby,Sahota,Brampton North,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/ruby-sahota(88698)
89497,Hon.,Harjit S.,Sajjan,Vancouver South,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/harjit-s-sajjan(89497)
107099,Hon.,Ya'ara,Saks,York Centre,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/yaara-saks(107099)
88333,,Darrell,Samson,Sackville—Preston—Chezzetcook,Nova Scotia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/darrell-samson(88333)
89339,,Randeep,Sarai,Surrey Centre,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/randeep-sarai(89339)
104944,,Simon-Pierre,Savard-Tremblay,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/simon-pierre-savard-tremblay(104944)
25453,,Francis,Scarpaleggia,Lac-Saint-Louis,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/francis-scarpaleggia(25453)
25454,Hon.,Andrew,Scheer,Regina—Qu'Appelle,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/andrew-scheer(25454)
88649,,Peter,Schiefke,Vaudreuil—Soulanges,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/peter-schiefke(88649)
88770,,Jamie,Schmale,Haliburton—Kawartha Lakes—Brock,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/jamie-schmale(88770)
58841,,Kyle,Seeback,Dufferin—Caledon,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/kyle-seeback(58841)
88874,,Marc,Serré,Nickel Belt,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/marc-g-serre(88874)
1787,Hon.,Judy A.,Sgro,Humber River—Black Creek,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/judy-a-sgro(1787)
88442,,Brenda,Shanahan,Châteauguay—Lacolle,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/brenda-shanahan(88442)
88944,,Terry,Sheehan,Sault Ste. Marie,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/terry-sheehan(88944)
89109,,Martin,Shields,Bow River,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/martin-shields(89109)
105031,,Doug,Shipley,Barrie—Springwater—Oro-Medonte,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/doug-shipley(105031)
105045,,Maninder,Sidhu,Brampton East,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/maninder-sidhu(105045)
88703,,Sonia,Sidhu,Brampton South,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/sonia-sidhu(88703)
104773,,Mario,Simard,Jonquière,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/mario-simard(104773)
110300,,Nathalie,Sinclair-Desgagné,Terrebonne,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/nathalie-sinclair-desgagne(110300)
71588,,Jagmeet,Singh,Burnaby South,British Columbia,NDP,2021-09-20T00:00:00,1706738730620,/members/en/jagmeet-singh(71588)
109867,,Clifford,Small,Coast of Bays—Central—Notre Dame,Newfoundland and Labrador,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/clifford-small(109867)
88999,,Francesco,Sorbara,Vaughan—Woodbridge,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/francesco-sorbara(88999)
105751,,Gerald,Soroka,Yellowhead,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/gerald-soroka(105751)
114349,,Charles,Sousa,Mississauga—Lakeshore,Ontario,Liberal,2022-12-12T00:00:00,1706738730620,/members/en/charles-sousa(114349)
105581,,Warren,Steinley,Regina—Lewvan,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/warren-steinley(105581)
88485,,Gabriel,Ste-Marie,Joliette,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/gabriel-ste-marie(88485)
109951,,Jake,Stewart,Miramichi—Grand Lake,New Brunswick,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/jake-stewart(109951)
110044,Hon.,Pascale,St-Onge,Brome—Missisquoi,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/pascale-st-onge(110044)
71986,,Mark,Strahl,Chilliwack—Hope,British Columbia,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/mark-strahl(71986)
89198,,Shannon,Stubbs,Lakeland,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/shannon-stubbs(89198)
110459,Hon.,Jenna,Sudds,Kanata—Carleton,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/jenna-sudds(110459)
88784,Hon.,Filomena,Tassi,Hamilton West—Ancaster—Dundas,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/filomena-tassi(88784)
105024,,Leah,Taylor Roy,Aurora—Oak Ridges—Richmond Hill,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/leah-taylor-roy(105024)
88552,,Luc,Thériault,Montcalm,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/luc-theriault(88552)
104783,,Alain,Therrien,La Prairie,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/alain-therrien(104783)
89200,,Rachael,Thomas,Lethbridge,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/rachael-thomas(89200)
109877,,Joanne,Thompson,St. John's East,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/joanne-thompson(109877)
84882,,Corey,Tochor,Saskatoon—University,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/corey-tochor(84882)
110800,,Fraser,Tolmie,Moose Jaw—Lake Centre—Lanigan,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/fraser-tolmie(110800)
58733,Right Hon.,Justin,Trudeau,Papineau,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/justin-trudeau(58733)
88530,,Denis,Trudel,Longueuil—Saint-Hubert,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/denis-trudel(88530)
105480,,Ryan,Turnbull,Whitby,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/ryan-turnbull(105480)
30645,Hon.,Tim,Uppal,Edmonton Mill Woods,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/tim-uppal(30645)
110538,Hon.,Rechie,Valdez,Mississauga—Streetsville,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/rechie-valdez(110538)
105270,,Tony,Van Bynen,Newmarket—Aurora,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/tony-van-bynen(105270)
105242,,Adam,van Koeverden,Milton,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/adam-van-koeverden(105242)
105811,,Tako,Van Popta,Langley—Aldergrove,British Columbia,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/tako-van-popta(105811)
89045,Hon.,Dan,Vandal,Saint Boniface—Saint Vital,Manitoba,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/dan-vandal(89045)
71738,,Anita,Vandenbeld,Ottawa West—Nepean,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/anita-vandenbeld(71738)
88742,,Karen,Vecchio,Elgin—Middlesex—London,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/karen-vecchio(88742)
105562,,Gary,Vidal,Desnethé—Missinippi—Churchill River,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/gary-vidal(105562)
110009,,Dominique,Vien,Bellechasse—Les Etchemins—Lévis,Quebec,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/dominique-vien(110009)
89211,,Arnold,Viersen,Peace River—Westlock,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/arnold-viersen(89211)
104656,,Julie,Vignola,Beauport—Limoilou,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/julie-vignola(104656)
110306,,René,Villemure,Trois-Rivières,Quebec,Bloc Québécois,2021-09-20T00:00:00,1706738730620,/members/en/rene-villemure(110306)
88910,Hon.,Arif,Virani,Parkdale—High Park,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/arif-virani(88910)
89289,,Brad,Vis,Mission—Matsqui—Fraser Canyon,British Columbia,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/brad-vis(89289)
110654,,Kevin,Vuong,Spadina—Fort York,Ontario,Independent,2021-09-20T00:00:00,1706738730620,/members/en/kevin-vuong(110654)
89098,,Cathay,Wagantall,Yorkton—Melville,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/cathay-wagantall(89098)
35886,,Chris,Warkentin,Grande Prairie—Mackenzie,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/chris-warkentin(35886)
89084,,Kevin,Waugh,Saskatoon—Grasswood,Saskatchewan,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/kevin-waugh(89084)
89116,,Len,Webber,Calgary Confederation,Alberta,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/len-webber(89116)
105918,,Patrick,Weiler,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/patrick-weiler(105918)
89300,Hon.,Jonathan,Wilkinson,North Vancouver,British Columbia,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/jonathan-wilkinson(89300)
110330,,Ryan,Williams,Bay of Quinte,Ontario,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/ryan-williams(110330)
71323,,John,Williamson,New Brunswick Southwest,New Brunswick,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/john-williamson(71323)
98747,,Jean,Yip,Scarborough—Agincourt,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/jean-yip(98747)
88950,,Salma,Zahid,Scarborough Centre,Ontario,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/salma-zahid(88950)
105837,,Bonita,Zarrillo,Port Moody—Coquitlam,British Columbia,NDP,2021-09-20T00:00:00,1706738730620,/members/en/bonita-zarrillo(105837)
72035,,Bob,Zimmer,Prince George—Peace River—Northern Rockies,British Columbia,Conservative,2021-09-20T00:00:00,1706738730620,/members/en/bob-zimmer(72035)
54157,,Sameer,Zuberi,Pierrefonds—Dollard,Quebec,Liberal,2021-09-20T00:00:00,1706738730620,/members/en/sameer-zuberi(54157)
