honorific,first_name,last_name,constituency,province_territory,party_affiliation,start_date,time_retrieved
,Caroline,Desbiens,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Luc,Desilets,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Blake,Desjarlais,Edmonton Griesbach,Alberta,NDP,2021-09-20T00:00:00,1705780019853
,Sukh,Dhaliwal,Surrey—Newton,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Anju,Dhillon,Dorval—Lachine—LaSalle,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Lena Metlege,Diab,Halifax West,Nova Scotia,Liberal,2021-09-20T00:00:00,1705780019853
,Todd,Doherty,Cariboo—Prince George,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
,Han,Dong,Don Valley North,Ontario,Independent,2021-09-20T00:00:00,1705780019853
,Terry,Dowdall,Simcoe—Grey,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Earl,Dreeshen,Red Deer—Mountain View,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Francis,Drouin,Glengarry—Prescott—Russell,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Emmanuel,Dubourg,Bourassa,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Jean-Yves,Duclos,Québec,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Terry,Duguid,Winnipeg South,Manitoba,Liberal,2021-09-20T00:00:00,1705780019853
,Eric,Duncan,Stormont—Dundas—South Glengarry,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Kirsty,Duncan,Etobicoke North,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Julie,Dzerowicz,Davenport,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Ali,Ehsassi,Willowdale,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Fayçal,El-Khoury,Laval—Les Îles,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Stephen,Ellis,Cumberland—Colchester,Nova Scotia,Conservative,2021-09-20T00:00:00,1705780019853
,Dave,Epp,Chatham-Kent—Leamington,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Nathaniel,Erskine-Smith,Beaches—East York,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Rosemarie,Falk,Battlefords—Lloydminster,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Ted,Falk,Provencher,Manitoba,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Ed,Fast,Abbotsford,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Greg,Fergus,Hull—Aylmer,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Michelle,Ferreri,Peterborough—Kawartha,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Andy,Fillmore,Halifax,Nova Scotia,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Kerry-Lynne,Findlay,South Surrey—White Rock,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
,Darren,Fisher,Dartmouth—Cole Harbour,Nova Scotia,Liberal,2021-09-20T00:00:00,1705780019853
,Peter,Fonseca,Mississauga East—Cooksville,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Mona,Fortier,Ottawa—Vanier,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Rhéal Éloi,Fortin,Rivière-du-Nord,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Peter,Fragiskatos,London North Centre,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Sean,Fraser,Central Nova,Nova Scotia,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Chrystia,Freeland,University—Rosedale,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Hedy,Fry,Vancouver Centre,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Iqwinder,Gaheer,Mississauga—Malton,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Anna,Gainey,Notre-Dame-de-Grâce—Westmount,Quebec,Liberal,2023-06-19T00:00:00,1705780019853
,Cheryl,Gallant,Renfrew—Nipissing—Pembroke,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Jean-Denis,Garon,Mirabel,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Randall,Garrison,Esquimalt—Saanich—Sooke,British Columbia,NDP,2021-09-20T00:00:00,1705780019853
,Marie-Hélène,Gaudreau,Laurentides—Labelle,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Leah,Gazan,Winnipeg Centre,Manitoba,NDP,2021-09-20T00:00:00,1705780019853
,Bernard,Généreux,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Quebec,Conservative,2021-09-20T00:00:00,1705780019853
,Garnett,Genuis,Sherwood Park—Fort Saskatchewan,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Mark,Gerretsen,Kingston and the Islands,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Marilène,Gill,Manicouagan,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Marilyn,Gladu,Sarnia—Lambton,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Joël,Godin,Portneuf—Jacques-Cartier,Quebec,Conservative,2021-09-20T00:00:00,1705780019853
,Laila,Goodridge,Fort McMurray—Cold Lake,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Karina,Gould,Burlington,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Jacques,Gourde,Lévis—Lotbinière,Quebec,Conservative,2021-09-20T00:00:00,1705780019853
,Tracy,Gray,Kelowna—Lake Country,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
,Matthew,Green,Hamilton Centre,Ontario,NDP,2021-09-20T00:00:00,1705780019853
Hon.,Steven,Guilbeault,Laurier—Sainte-Marie,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Patty,Hajdu,Thunder Bay—Superior North,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Jasraj Singh,Hallan,Calgary Forest Lawn,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Brendan,Hanley,Yukon,Yukon,Liberal,2021-09-20T00:00:00,1705780019853
,Ken,Hardie,Fleetwood—Port Kells,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Lisa,Hepfner,Hamilton Mountain,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Randy,Hoback,Prince Albert,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Mark,Holland,Ajax,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Anthony,Housefather,Mount Royal,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Carol,Hughes,Algoma—Manitoulin—Kapuskasing,Ontario,NDP,2021-09-20T00:00:00,1705780019853
Hon.,Ahmed,Hussen,York South—Weston,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Gudie,Hutchings,Long Range Mountains,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705780019853
,Angelo,Iacono,Alfred-Pellan,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Lori,Idlout,Nunavut,Nunavut,NDP,2021-09-20T00:00:00,1705780019853
Hon.,Marci,Ien,Toronto Centre,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Helena,Jaczek,Markham—Stouffville,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Matt,Jeneroux,Edmonton Riverbend,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Gord,Johns,Courtenay—Alberni,British Columbia,NDP,2021-09-20T00:00:00,1705780019853
Hon.,Mélanie,Joly,Ahuntsic-Cartierville,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Yvonne,Jones,Labrador,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705780019853
,Majid,Jowhari,Richmond Hill,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Peter,Julian,New Westminster—Burnaby,British Columbia,NDP,2021-09-20T00:00:00,1705780019853
,Arielle,Kayabaga,London West,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Mike,Kelloway,Cape Breton—Canso,Nova Scotia,Liberal,2021-09-20T00:00:00,1705780019853
,Pat,Kelly,Calgary Rocky Ridge,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Iqra,Khalid,Mississauga—Erin Mills,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Arpan,Khanna,Oxford,Ontario,Conservative,2023-06-19T00:00:00,1705780019853
Hon.,Kamal,Khera,Brampton West,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Robert,Kitchen,Souris—Moose Mountain,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Tom,Kmiec,Calgary Shepard,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Annie,Koutrakis,Vimy,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Michael,Kram,Regina—Wascana,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Shelby,Kramp-Neuman,Hastings—Lennox and Addington,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Damien,Kurek,Battle River—Crowfoot,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Stephanie,Kusie,Calgary Midnapore,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Irek,Kusmierczyk,Windsor—Tecumseh,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Jenny,Kwan,Vancouver East,British Columbia,NDP,2021-09-20T00:00:00,1705780019853
Hon.,Mike,Lake,Edmonton—Wetaskiwin,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Marie-France,Lalonde,Orléans,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Emmanuella,Lambropoulos,Saint-Laurent,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,David,Lametti,LaSalle—Émard—Verdun,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Kevin,Lamoureux,Winnipeg North,Manitoba,Liberal,2021-09-20T00:00:00,1705780019853
,Melissa,Lantsman,Thornhill,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Viviane,Lapointe,Sudbury,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Andréanne,Larouche,Shefford,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Patricia,Lattanzio,Saint-Léonard—Saint-Michel,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Stéphane,Lauzon,Argenteuil—La Petite-Nation,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Philip,Lawrence,Northumberland—Peterborough South,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Dominic,LeBlanc,Beauséjour,New Brunswick,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Diane,Lebouthillier,Gaspésie—Les Îles-de-la-Madeleine,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Richard,Lehoux,Beauce,Quebec,Conservative,2021-09-20T00:00:00,1705780019853
,Sébastien,Lemire,Abitibi—Témiscamingue,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Branden,Leslie,Portage—Lisgar,Manitoba,Conservative,2023-06-19T00:00:00,1705780019853
,Chris,Lewis,Essex,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Leslyn,Lewis,Haldimand—Norfolk,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Ron,Liepert,Calgary Signal Hill,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Joël,Lightbound,Louis-Hébert,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Dane,Lloyd,Sturgeon River—Parkland,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Ben,Lobb,Huron—Bruce,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Wayne,Long,Saint John—Rothesay,New Brunswick,Liberal,2021-09-20T00:00:00,1705780019853
,Lloyd,Longfield,Guelph,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Tim,Louis,Kitchener—Conestoga,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Lawrence,MacAulay,Cardigan,Prince Edward Island,Liberal,2021-09-20T00:00:00,1705780019853
,Heath,MacDonald,Malpeque,Prince Edward Island,Liberal,2021-09-20T00:00:00,1705780019853
,Alistair,MacGregor,Cowichan—Malahat—Langford,British Columbia,NDP,2021-09-20T00:00:00,1705780019853
Hon.,Steven,MacKinnon,Gatineau,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Larry,Maguire,Brandon—Souris,Manitoba,Conservative,2021-09-20T00:00:00,1705780019853
,Shuvaloy,Majumdar,Calgary Heritage,Alberta,Conservative,2023-07-24T00:00:00,1705780019853
,James,Maloney,Etobicoke—Lakeshore,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Richard,Martel,Chicoutimi—Le Fjord,Quebec,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Soraya,Martinez Ferrada,Hochelaga,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Brian,Masse,Windsor West,Ontario,NDP,2021-09-20T00:00:00,1705780019853
,Lindsay,Mathyssen,London—Fanshawe,Ontario,NDP,2021-09-20T00:00:00,1705780019853
,Bryan,May,Cambridge,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Elizabeth,May,Saanich—Gulf Islands,British Columbia,Green Party,2021-09-20T00:00:00,1705780019853
,Dan,Mazier,Dauphin—Swan River—Neepawa,Manitoba,Conservative,2021-09-20T00:00:00,1705780019853
,Kelly,McCauley,Edmonton West,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Ken,McDonald,Avalon,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,David,McGuinty,Ottawa South,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,John,McKay,Scarborough—Guildwood,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Ron,McKinnon,Coquitlam—Port Coquitlam,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Greg,McLean,Calgary Centre,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Michael,McLeod,Northwest Territories,Northwest Territories,Liberal,2021-09-20T00:00:00,1705780019853
,Heather,McPherson,Edmonton Strathcona,Alberta,NDP,2021-09-20T00:00:00,1705780019853
,Eric,Melillo,Kenora,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Alexandra,Mendès,Brossard—Saint-Lambert,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Marco,Mendicino,Eglinton—Lawrence,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Wilson,Miao,Richmond Centre,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Kristina,Michaud,Avignon—La Mitis—Matane—Matapédia,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
Hon.,Marc,Miller,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Rob,Moore,Fundy Royal,New Brunswick,Conservative,2021-09-20T00:00:00,1705780019853
,Marty,Morantz,Charleswood—St. James—Assiniboia—Headingley,Manitoba,Conservative,2021-09-20T00:00:00,1705780019853
,Mike,Morrice,Kitchener Centre,Ontario,Green Party,2021-09-20T00:00:00,1705780019853
,Rob,Morrison,Kootenay—Columbia,British Columbia,Conservative,2021-09-20T00:00:00,1705780019853
,Robert,Morrissey,Egmont,Prince Edward Island,Liberal,2021-09-20T00:00:00,1705780019853
,Glen,Motz,Medicine Hat—Cardston—Warner,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Joyce,Murray,Vancouver Quadra,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Dan,Muys,Flamborough—Glanbrook,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Yasir,Naqvi,Ottawa Centre,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,John,Nater,Perth—Wellington,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Mary,Ng,Markham—Thornhill,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Taleeb,Noormohamed,Vancouver Granville,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Christine,Normandin,Saint-Jean,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Jennifer,O'Connell,Pickering—Uxbridge,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Robert,Oliphant,Don Valley West,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Seamus,O'Regan,St. John's South—Mount Pearl,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705780019853
,Jeremy,Patzer,Cypress Hills—Grasslands,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Pierre,Paul-Hus,Charlesbourg—Haute-Saint-Charles,Quebec,Conservative,2021-09-20T00:00:00,1705780019853
,Monique,Pauzé,Repentigny,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
,Rick,Perkins,South Shore—St. Margarets,Nova Scotia,Conservative,2021-09-20T00:00:00,1705780019853
,Yves,Perron,Berthier—Maskinongé,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
Hon.,Ginette,Petitpas Taylor,Moncton—Riverview—Dieppe,New Brunswick,Liberal,2021-09-20T00:00:00,1705780019853
,Louis,Plamondon,Bécancour—Nicolet—Saurel,Quebec,Bloc Québécois,2021-09-20T00:00:00,1705780019853
Hon.,Pierre,Poilievre,Carleton,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Marcus,Powlowski,Thunder Bay—Rainy River,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Carla,Qualtrough,Delta,British Columbia,Liberal,2021-09-20T00:00:00,1705780019853
,Alain,Rayes,Richmond—Arthabaska,Quebec,Independent,2021-09-20T00:00:00,1705780019853
,Brad,Redekopp,Saskatoon West,Saskatchewan,Conservative,2021-09-20T00:00:00,1705780019853
,Scott,Reid,Lanark—Frontenac—Kingston,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
Hon.,Michelle,Rempel Garner,Calgary Nose Hill,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Blake,Richards,Banff—Airdrie,Alberta,Conservative,2021-09-20T00:00:00,1705780019853
,Anna,Roberts,King—Vaughan,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Yves,Robillard,Marc-Aurèle-Fortin,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
Hon.,Pablo,Rodriguez,Honoré-Mercier,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Churence,Rogers,Bonavista—Burin—Trinity,Newfoundland and Labrador,Liberal,2021-09-20T00:00:00,1705780019853
,Sherry,Romanado,Longueuil—Charles-LeMoyne,Quebec,Liberal,2021-09-20T00:00:00,1705780019853
,Lianne,Rood,Lambton—Kent—Middlesex,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Anthony,Rota,Nipissing—Timiskaming,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
,Alex,Ruff,Bruce—Grey—Owen Sound,Ontario,Conservative,2021-09-20T00:00:00,1705780019853
,Ruby,Sahota,Brampton North,Ontario,Liberal,2021-09-20T00:00:00,1705780019853
